keya,keyb,disno,dyindex,statea,namea,stateb,nameb,year,strtday,strtmnth,strtyr,endday,endmnth,endyear,outcome,settlmnt,fatlev,highact,hihost,recip,noinit,notarg,sideaa,revstata,revtypea,fatleva,highmcaa,hihosta,orignata,sideab,revstatb,revtypeb,fatlevb,highmcab,hihostb,orignatb,rolea,roleb,dyad_rolea,dyad_roleb,war,durindx,duration,cumdurat,mid5hiact,mid5hiacta,mid5hiactb,severity,severitya,severityb,ongo2014,new,change,changetype_1,changetype_2,milex_a,milex_b,milper_a,milper_b,irst_a,irst_b,pec_a,pec_b,tpop_a,tpop_b,upop_a,upop_b,cinc_a,cinc_b,milex_ratio,milper_ratio,irst_ratio,pec_ratio,tpop_ratio,upop_ratio,cinc_ratio,power_asymmetry
775-1987,800-1987,2777,2777,775,MYA,800,THI,1987,12,4,1987,4,5,1987,5,3,0,19,4,0,1,1,1,1,2,0,19,4,1,0,0,0,0,0,1,1,1,3,1,3,0,1,23,23,16,16,0,65,65,0,0,0,0,0,0,291600,1740000,186,256,0,534,8257,37751,39073,53427,5871,7476,0.003403761,0.005315458,0.167586207,0.7265625,0,0.218722683,0.731334344,0.785313002,0.640351503,0.001911696
800-1987,775-1987,2777,2777,800,THI,775,MYA,1987,12,4,1987,4,5,1987,5,3,0,19,4,0,1,1,0,0,0,0,0,1,1,1,1,2,0,19,4,1,3,1,3,1,0,1,23,23,16,0,16,65,0,65,0,0,0,0,0,1740000,291600,256,186,534,0,37751,8257,53427,39073,7476,5871,0.005315458,0.003403761,5.967078189,1.376344086,,4.571999516,1.367363653,1.273377619,1.561642309,0.001911696
750-1987,780-1987,2778,2778,750,IND,780,SRI,1987,15,3,1987,15,6,1987,4,1,0,10,3,0,1,1,1,1,2,0,9,3,1,0,0,0,0,10,3,1,1,3,1,3,0,1,93,93,8,7,8,20,49,20,0,0,0,0,0,9650000,387160,1260,22,12262,0,346548,6863,783730,16361,103214,1452,0.057611976,0.001047576,24.92509557,57.27272727,,50.49511875,47.90232871,71.08402204,54.99549913,0.0565644
780-1987,750-1987,2778,2778,780,SRI,750,IND,1987,15,3,1987,15,6,1987,3,1,0,10,3,0,1,1,0,0,0,0,10,3,1,1,1,2,0,9,3,1,3,1,3,1,0,1,93,93,8,8,7,20,20,49,0,0,0,0,0,387160,9650000,22,1260,0,12262,6863,346548,16361,783730,1452,103214,0.001047576,0.057611976,0.040120207,0.017460317,0,0.019803894,0.020875812,0.014067859,0.018183306,0.0565644
750-1987,771-1987,2779,2779,750,IND,771,BNG,1987,1,6,1987,25,6,1987,5,3,1,19,4,1,1,1,1,0,0,0,19,4,1,0,0,0,1,18,4,1,1,3,1,3,0,1,25,25,16,16,17,65,65,75,0,0,0,0,0,9650000,326000,1260,102,12262,82,346548,15793,783730,102563,103214,10564,0.057611976,0.005824717,29.60122699,12.35294118,149.5365854,21.94313937,7.641449646,9.770352139,9.890948182,0.051787259
771-1987,750-1987,2779,2779,771,BNG,750,IND,1987,1,6,1987,25,6,1987,5,3,1,19,4,1,1,1,0,0,0,1,18,4,1,1,0,0,0,19,4,1,3,1,3,1,0,1,25,25,16,17,16,65,75,65,0,0,0,0,0,326000,9650000,102,1260,82,12262,15793,346548,102563,783730,10564,103214,0.005824717,0.057611976,0.033782383,0.080952381,0.006687327,0.045572331,0.130865221,0.102350456,0.101102542,0.051787259
710-1987,816-1987,2780,2780,710,CHN,816,DRV,1987,15,4,1987,6,6,1987,5,3,0,8,3,0,1,1,1,1,1,0,8,3,1,0,1,1,0,0,1,1,1,3,1,3,0,1,53,53,7,7,0,49,49,65,0,0,0,0,0,5640000,,3530,1260,56280,74,1224456,15079,1104193,62452,163229,7583,0.11158272,0.012971197,,2.801587302,760.5405405,81.20273228,17.68066675,21.52564948,8.602345643,0.098611523
816-1987,710-1987,2780,2780,816,DRV,710,CHN,1987,15,4,1987,6,6,1987,5,3,0,8,3,0,1,1,0,1,1,0,0,1,1,1,1,1,0,8,3,1,3,1,3,1,0,1,53,53,7,0,7,49,65,49,0,0,0,0,0,,5640000,1260,3530,74,56280,15079,1224456,62452,1104193,7583,163229,0.012971197,0.11158272,-1.60E-06,0.35694051,0.001314854,0.012314857,0.056558953,0.046456206,0.116247363,0.098611523
710-1987,713-1987,2782,2782,710,CHN,713,TAW,1987,8,6,1987,30,9,1987,5,3,0,19,4,1,1,1,0,0,0,0,19,4,1,1,1,2,0,19,4,1,3,1,3,1,0,1,115,115,16,16,16,65,65,65,0,0,0,0,0,5640000,5910000,3530,424,56280,5915,1224456,10384,1104193,19673,163229,10511,0.11158272,0.007220405,0.954314721,8.325471698,9.514792899,117.9175655,56.12733188,15.5293502,15.45380306,0.104362315
713-1987,710-1987,2782,2782,713,TAW,710,CHN,1987,8,6,1987,30,9,1987,5,3,0,19,4,1,1,1,1,1,2,0,19,4,1,0,0,0,0,19,4,1,1,3,1,3,0,1,115,115,16,16,16,65,65,65,0,0,0,0,0,5910000,5640000,424,3530,5915,56280,10384,1224456,19673,1104193,10511,163229,0.007220405,0.11158272,1.04787234,0.120113314,0.105099502,0.008480501,0.017816632,0.064394195,0.064708991,0.104362315
678-1987,698-1987,2783,2783,678,YAR,698,OMA,1987,11,10,1987,11,10,1987,5,3,1,18,4,1,1,1,1,0,0,1,18,4,1,0,0,0,0,18,4,1,1,3,1,3,0,1,1,1,17,17,17,75,75,75,0,0,0,0,0,530040,1510000,43,27,0,0,660,6724,8213,1561,205,0,0.000662122,0.000579317,0.351019868,1.592592593,,0.09815586,5.261370916,,1.142935385,8.28049E-05
698-1987,678-1987,2783,2783,698,OMA,678,YAR,1987,11,10,1987,11,10,1987,5,3,1,18,4,1,1,1,0,0,0,0,18,4,1,1,0,0,1,18,4,1,3,1,3,1,0,1,1,1,17,17,17,75,75,75,0,0,0,0,0,1510000,530040,27,43,0,0,6724,660,1561,8213,0,205,0.000579317,0.000662122,2.848841597,0.627906977,,10.18787879,0.190064532,0,0.8749401,8.28049E-05
645-1987,652-1987,2786,2786,645,IRQ,652,SYR,1987,28,7,1987,28,7,1987,5,3,0,19,4,0,1,1,0,0,0,0,19,4,1,1,0,0,0,14,3,1,3,1,3,1,0,1,1,1,16,16,12,65,65,65,0,0,0,0,0,13990000,3950000,900,400,0,0,31708,17925,16330,10969,12251,3657,0.010586767,0.004211872,3.541772152,2.25,,1.768926081,1.488740997,3.350013672,2.51355389,0.006374895
652-1987,645-1987,2786,2786,652,SYR,645,IRQ,1987,28,7,1987,28,7,1987,5,3,0,19,4,0,1,1,1,0,0,0,14,3,1,0,0,0,0,19,4,1,1,3,1,3,0,1,1,1,16,12,16,65,65,65,0,0,0,0,0,3950000,13990000,400,900,0,0,17925,31708,10969,16330,3657,12251,0.004211872,0.010586767,0.282344532,0.444444444,,0.565314747,0.671708512,0.298506244,0.397843071,0.006374895
640-1987,645-1987,2788,2788,640,TUR,645,IRQ,1987,21,8,1987,23,9,1987,5,3,0,19,4,0,1,1,0,0,0,0,0,1,1,1,0,0,0,19,4,1,3,1,3,1,0,1,34,34,16,0,16,65,81,65,0,0,0,0,0,2020000,13990000,879,900,7044,0,69628,31708,52561,16330,21151,12251,0.012878152,0.010586767,0.144388849,0.976666667,,2.195912703,3.218677281,1.726471308,1.216438597,0.002291385
645-1987,640-1987,2788,2788,645,IRQ,640,TUR,1987,21,8,1987,23,9,1987,5,3,0,19,4,0,1,1,1,0,0,0,19,4,1,0,0,0,0,0,1,1,1,3,1,3,0,1,34,34,16,16,0,65,65,75,0,0,0,0,0,13990000,2020000,900,879,0,7044,31708,69628,16330,52561,12251,21151,0.010586767,0.012878152,6.925742574,1.023890785,0,0.455391509,0.310686631,0.579216113,0.822071909,0.002291385
630-1987,694-1987,2796,2796,630,IRN,694,QAT,1987,22,5,1987,22,5,1987,5,3,0,19,4,0,1,1,1,1,2,0,19,4,1,0,0,0,0,0,1,1,1,3,1,3,0,1,1,1,16,16,0,65,65,0,0,0,0,0,0,8960000,154200,350,11,783,503,70420,10179,50662,414,18595,226,0.009191234,0.000393326,58.10635538,31.81818182,1.55666004,6.918164849,122.3719807,82.27876106,23.36800571,0.008797908
694-1987,630-1987,2796,2796,694,QAT,630,IRN,1987,22,5,1987,22,5,1987,5,3,0,19,4,0,1,1,0,0,0,0,0,1,1,1,1,2,0,19,4,1,3,1,3,1,0,1,1,1,16,0,16,65,0,65,0,0,0,0,0,154200,8960000,11,350,503,783,10179,70420,414,50662,226,18595,0.000393326,0.009191234,0.017209821,0.031428571,0.642401022,0.144547004,0.008171805,0.012153805,0.042793553,0.008797908
630-1987,690-1987,2797,2797,630,IRN,690,KUW,1987,11,5,1987,20,5,1988,0,0,0,19,4,0,1,1,1,1,2,0,19,4,1,0,0,0,0,0,1,1,1,3,1,3,0,1,235,235,16,16,0,65,65,75,0,0,0,0,0,8960000,1400000,350,20,783,0,70420,60501,50662,1885,18595,277,0.009191234,0.001308445,6.4,17.5,,1.163947703,26.87639257,67.1299639,7.02454884,0.007882789
630-1988,690-1988,2797,2797,630,IRN,690,KUW,1988,11,5,1987,20,5,1988,5,3,0,19,4,0,1,1,1,1,2,0,19,4,1,0,0,0,0,0,1,1,1,3,1,3,0,2,142,377,16,16,0,65,65,0,0,0,0,0,0,9900000,1470000,654,15,883,0,80050,65568,51909,1969,19118,280,0.011166685,0.001319906,6.734693878,43.6,,1.220869937,26.36312849,68.27857143,8.460210395,0.009846779
690-1987,630-1987,2797,2797,690,KUW,630,IRN,1987,11,5,1987,20,5,1988,0,0,0,19,4,0,1,1,0,0,0,0,0,1,1,1,1,2,0,19,4,1,3,1,3,1,0,1,235,235,16,0,16,65,0,65,0,0,0,0,0,1400000,8960000,20,350,0,783,60501,70420,1885,50662,277,18595,0.001308445,0.009191234,0.15625,0.057142857,0,0.859145129,0.037207374,0.014896478,0.142357897,0.007882789
690-1988,630-1988,2797,2797,690,KUW,630,IRN,1988,11,5,1987,20,5,1988,5,3,0,19,4,0,1,1,0,0,0,0,0,1,1,1,1,2,0,19,4,1,3,1,3,1,0,2,142,377,16,0,16,65,84,65,0,0,0,0,0,1470000,9900000,15,654,0,883,65568,80050,1969,51909,280,19118,0.001319906,0.011166685,0.148484848,0.02293578,0,0.81908807,0.037931765,0.014645883,0.11820037,0.009846779
630-1987,670-1987,2798,2798,630,IRN,670,SAU,1987,2,8,1987,24,4,1988,0,0,0,19,4,0,1,1,1,1,2,0,19,4,1,0,0,0,0,10,3,1,1,3,1,3,0,1,152,152,16,16,8,65,65,20,0,0,0,0,0,8960000,16240000,350,80,783,1365,70420,164385,50662,13612,18595,4520,0.009191234,0.007108964,0.551724138,4.375,0.573626374,0.428384585,3.721863062,4.113938053,1.292907689,0.00208227
630-1988,670-1988,2798,2798,630,IRN,670,SAU,1988,2,8,1987,24,4,1988,5,3,0,19,4,0,1,1,1,1,2,0,19,4,1,0,0,0,0,10,3,1,1,3,1,3,0,2,116,268,16,16,8,65,65,20,0,0,0,0,0,9900000,13570000,654,84,883,1614,80050,177409,51909,14016,19118,4773,0.011166685,0.006708619,0.729550479,7.785714286,0.54708798,0.451217244,3.703553082,4.005447308,1.664528075,0.004458066
670-1987,630-1987,2798,2798,670,SAU,630,IRN,1987,2,8,1987,24,4,1988,0,0,0,19,4,0,1,1,0,0,0,0,10,3,1,1,1,2,0,19,4,1,3,1,3,1,0,1,152,152,16,8,16,65,20,65,0,0,0,0,0,16240000,8960000,80,350,1365,783,164385,70420,13612,50662,4520,18595,0.007108964,0.009191234,1.8125,0.228571429,1.743295019,2.334351037,0.268682642,0.243076096,0.773450424,0.00208227
670-1988,630-1988,2798,2798,670,SAU,630,IRN,1988,2,8,1987,24,4,1988,5,3,0,19,4,0,1,1,0,0,0,0,10,3,1,1,1,2,0,19,4,1,3,1,3,1,0,2,116,268,16,8,16,65,20,65,0,0,0,0,0,13570000,9900000,84,654,1614,883,177409,80050,14016,51909,4773,19118,0.006708619,0.011166685,1.370707071,0.128440367,1.82785957,2.216227358,0.270010981,0.249660006,0.600770882,0.004458066
630-1987,640-1987,2799,2799,630,IRN,640,TUR,1987,1,6,1987,27,3,1988,0,0,0,19,4,0,1,1,1,0,0,0,19,4,1,0,0,0,0,17,4,1,1,3,1,3,0,1,214,214,16,16,15,65,65,81,0,0,0,0,0,8960000,2020000,350,879,783,7044,70420,69628,50662,52561,18595,21151,0.009191234,0.012878152,4.435643564,0.39817975,0.111158433,1.011374734,0.96387055,0.87915465,0.713707502,0.003686918
630-1988,640-1988,2799,2799,630,IRN,640,TUR,1988,1,6,1987,27,3,1988,5,3,1,19,4,0,1,1,1,0,0,1,19,4,1,0,0,0,0,17,4,1,1,3,1,3,0,2,88,302,16,16,15,65,65,81,0,0,0,0,0,9900000,1700000,654,847,883,8009,80050,69573,51909,53715,19118,23905,0.011166685,0.012956067,5.823529412,0.772136954,0.110250968,1.150590028,0.966378107,0.799749006,0.861888488,0.001789382
640-1987,630-1987,2799,2799,640,TUR,630,IRN,1987,1,6,1987,27,3,1988,0,0,0,19,4,0,1,1,0,0,0,0,17,4,1,1,0,0,0,19,4,1,3,1,3,1,0,1,214,214,16,15,16,65,81,65,0,0,0,0,0,2020000,8960000,879,350,7044,783,69628,70420,52561,50662,21151,18595,0.012878152,0.009191234,0.225446429,2.511428571,8.996168582,0.988753195,1.037483716,1.137456305,1.401134213,0.003686918
640-1988,630-1988,2799,2799,640,TUR,630,IRN,1988,1,6,1987,27,3,1988,5,3,1,19,4,0,1,1,0,0,0,0,17,4,1,1,0,0,1,19,4,1,3,1,3,1,0,2,88,302,16,15,16,65,81,65,0,0,0,0,0,1700000,9900000,847,654,8009,883,69573,80050,53715,51909,23905,19118,0.012956067,0.011166685,0.171717172,1.295107034,9.070215176,0.8691193,1.034791655,1.2503923,1.160242901,0.001789382
541-1987,560-1987,2800,2800,541,MZM,560,SAF,1987,27,12,1987,27,12,1987,5,3,0,17,4,0,1,1,1,0,0,0,17,4,1,0,0,0,0,14,3,1,1,3,1,3,0,1,1,1,15,15,12,81,81,65,0,0,0,0,0,106090,3290000,65,102,0,9032,8378,176347,14116,34626,1399,9569,0.001187896,0.008201066,0.032246201,0.637254902,0,0.047508605,0.407670537,0.146201275,0.144846541,0.00701317
560-1987,541-1987,2800,2800,560,SAF,541,MZM,1987,27,12,1987,27,12,1987,5,3,0,17,4,0,1,1,0,0,0,0,14,3,1,1,0,0,0,17,4,1,3,1,3,1,0,1,1,1,15,12,15,81,65,81,0,0,0,0,0,3290000,106090,102,65,9032,0,176347,8378,34626,14116,9569,1399,0.008201066,0.001187896,31.01140541,1.569230769,,21.04881833,2.452961179,6.839885633,6.903858342,0.00701317
541-1987,560-1987,2801,2801,541,MZM,560,SAF,1987,29,5,1987,29,5,1987,5,3,0,19,4,0,1,1,0,0,0,0,0,1,1,1,1,2,0,19,4,1,3,1,3,1,0,1,1,1,16,0,16,65,0,65,0,0,0,0,0,106090,3290000,65,102,0,9032,8378,176347,14116,34626,1399,9569,0.001187896,0.008201066,0.032246201,0.637254902,0,0.047508605,0.407670537,0.146201275,0.144846541,0.00701317
560-1987,541-1987,2801,2801,560,SAF,541,MZM,1987,29,5,1987,29,5,1987,5,3,0,19,4,0,1,1,1,1,2,0,19,4,1,0,0,0,0,0,1,1,1,3,1,3,0,1,1,1,16,16,0,65,65,0,0,0,0,0,0,3290000,106090,102,65,9032,0,176347,8378,34626,14116,9569,1399,0.008201066,0.001187896,31.01140541,1.569230769,,21.04881833,2.452961179,6.839885633,6.903858342,0.00701317
530-1987,625-1987,2802,2802,530,ETH,625,SUD,1987,24,7,1987,12,8,1987,5,3,0,18,4,1,1,1,1,1,2,,18,4,1,0,0,0,,18,4,1,1,3,1,3,0,1,20,20,17,17,17,75,75,75,0,0,0,0,0,471590,478200,300,59,0,0,13227,12063,47189,23517,2122,3360,0.003910795,0.001864923,0.986177332,5.084745763,,1.09649341,2.006590977,0.631547619,2.097027657,0.002045872
625-1987,530-1987,2802,2802,625,SUD,530,ETH,1987,24,7,1987,12,8,1987,5,3,0,18,4,1,1,1,0,0,0,,18,4,1,1,1,2,,18,4,1,3,1,3,1,0,1,20,20,17,17,17,75,75,75,0,0,0,0,0,478200,471590,59,300,0,0,12063,13227,23517,47189,3360,2122,0.001864923,0.003910795,1.014016413,0.196666667,,0.911998186,0.498357668,1.583411876,0.476865432,0.002045872
530-1986,625-1986,2803,2803,530,ETH,625,SUD,1986,5,12,1986,5,12,1986,5,3,0,19,4,0,1,1,1,1,2,0,19,4,1,0,0,0,0,0,1,1,1,3,1,3,0,1,1,1,16,16,0,65,65,0,0,0,0,0,0,445860,391200,300,59,0,0,12882,12366,45737,22804,1894,3128,0.003858531,0.001833759,1.139723926,5.084745763,,1.041727317,2.005656902,0.605498721,2.104165516,0.002024773
625-1986,530-1986,2803,2803,625,SUD,530,ETH,1986,5,12,1986,5,12,1986,5,3,0,19,4,0,1,1,0,0,0,0,0,1,1,1,1,2,0,19,4,1,3,1,3,1,0,1,1,1,16,0,16,65,0,65,0,0,0,0,0,391200,445860,59,300,0,0,12366,12882,22804,45737,3128,1894,0.001833759,0.003858531,0.877405464,0.196666667,,0.959944108,0.498589763,1.651531151,0.475247785,0.002024773
500-1987,501-1987,2804,2804,500,UGA,501,KEN,1987,20,10,1987,28,12,1987,6,1,2,18,4,1,1,1,1,1,2,2,18,4,1,0,0,0,2,18,4,1,1,3,1,3,0,1,70,70,17,17,17,75,75,75,0,0,0,0,0,130920,202740,25,21,0,0,3217,13131,15421,22936,693,1812,0.000828426,0.001364865,0.645753181,1.19047619,,0.244992765,0.672349145,0.382450331,0.606965296,0.000536439
501-1987,500-1987,2804,2804,501,KEN,500,UGA,1987,20,10,1987,28,12,1987,6,1,2,18,4,1,1,1,0,0,0,2,18,4,1,1,1,2,2,18,4,1,3,1,3,1,0,1,70,70,17,17,17,75,75,75,0,0,0,0,0,202740,130920,21,25,0,0,13131,3217,22936,15421,1812,693,0.001364865,0.000828426,1.548579285,0.84,,4.081753186,1.487322482,2.614718615,1.647540653,0.000536439
490-1987,500-1987,2805,2805,490,DRC,500,UGA,1987,3,6,1987,3,6,1987,5,3,1,18,4,1,1,1,1,1,2,0,18,4,1,0,0,0,1,18,4,1,1,3,1,3,0,1,1,1,17,17,17,75,75,75,0,0,0,0,0,46260,130920,53,25,0,0,12039,3217,32461,15421,6877,693,0.0025513,0.000828426,0.353345555,2.12,,3.742306497,2.104986706,9.923520924,3.079696418,0.001722874
500-1987,490-1987,2805,2805,500,UGA,490,DRC,1987,3,6,1987,3,6,1987,5,3,1,18,4,1,1,1,0,0,0,1,18,4,1,1,1,2,0,18,4,1,3,1,3,1,0,1,1,1,17,17,17,75,75,75,0,0,0,0,0,130920,46260,25,53,0,0,3217,12039,15421,32461,693,6877,0.000828426,0.0025513,2.830090791,0.471698113,,0.267214885,0.475062383,0.100770685,0.32470733,0.001722874
484-1987,490-1987,2806,2806,484,CON,490,DRC,1987,15,1,1987,15,1,1987,5,3,0,18,4,1,1,1,0,0,0,,18,4,1,1,0,0,,18,4,1,3,1,3,1,0,1,1,1,17,17,17,75,75,75,0,0,0,0,0,100510,46260,14,53,0,0,1634,12039,2041,32461,994,6877,0.000333418,0.0025513,2.172719412,0.264150943,,0.135725559,0.062875451,0.14453977,0.13068569,0.002217882
490-1987,484-1987,2806,2806,490,DRC,484,CON,1987,15,1,1987,15,1,1987,5,3,0,18,4,1,1,1,1,0,0,,18,4,1,0,0,0,,18,4,1,1,3,1,3,0,1,1,1,17,17,17,75,75,75,0,0,0,0,0,46260,100510,53,14,0,0,12039,1634,32461,2041,6877,994,0.0025513,0.000333418,0.460252711,3.785714286,,7.367809058,15.9044586,6.918511066,7.651947223,0.002217882
471-1987,475-1987,2807,2807,471,CAO,475,NIG,1987,2,5,1987,2,5,1987,5,3,0,14,3,0,1,1,1,0,0,0,14,3,1,0,0,0,0,0,1,1,1,3,1,3,0,1,1,1,12,12,0,65,65,65,0,0,0,0,0,153290,202130,15,138,0,200,4065,38231,10822,101408,1468,11140,0.000742824,0.006393503,0.758373324,0.108695652,0,0.106327326,0.106717419,0.131777379,0.116184185,0.005650679
475-1987,471-1987,2807,2807,475,NIG,471,CAO,1987,2,5,1987,2,5,1987,5,3,0,14,3,0,1,1,0,0,0,0,0,1,1,1,0,0,0,14,3,1,3,1,3,1,0,1,1,1,12,0,12,65,65,65,0,0,0,0,0,202130,153290,138,15,200,0,38231,4065,101408,10822,11140,1468,0.006393503,0.000742824,1.318611782,9.2,,9.404920049,9.37054149,7.588555858,8.607023377,0.005650679
435-1987,600-1987,2809,2809,435,MAA,600,MOR,1987,1,4,1987,18,4,1987,5,3,0,7,3,0,1,1,0,0,0,0,7,3,1,1,0,0,0,7,3,1,3,1,3,1,0,1,18,18,7,7,7,49,49,49,0,0,0,0,0,35000,860000,16,200,0,6,1820,11322,1858,22884,237,8122,0.000221461,0.003415829,0.040697674,0.08,0,0.160748984,0.081192099,0.029180005,0.064833767,0.003194368
600-1987,435-1987,2809,2809,600,MOR,435,MAA,1987,1,4,1987,18,4,1987,5,3,0,7,3,0,1,1,1,0,0,0,7,3,1,0,0,0,0,7,3,1,1,3,1,3,0,1,18,18,7,7,7,49,49,49,0,0,0,0,0,860000,35000,200,16,6,0,11322,1820,22884,1858,8122,237,0.003415829,0.000221461,24.57142857,12.5,,6.220879121,12.31646932,34.27004219,15.42406146,0.003194368
551-1987,560-1987,2810,2810,551,ZAM,560,SAF,1987,9,4,1987,25,4,1987,5,3,0,19,4,0,1,2,0,0,0,0,0,1,1,1,1,2,0,19,4,1,3,1,3,1,0,1,17,17,16,0,16,65,75,65,0,0,0,0,0,71014,3290000,17,102,0,9032,6728,176347,6720,34626,2152,9569,0.000737302,0.008201066,0.021584802,0.166666667,0,0.038152052,0.194073817,0.224892883,0.089903158,0.007463765
560-1987,551-1987,2810,2810,560,SAF,551,ZAM,1987,9,4,1987,25,4,1987,5,3,0,19,4,0,1,2,1,1,2,0,19,4,1,0,0,0,0,0,1,1,1,3,1,3,0,1,17,17,16,16,0,65,65,75,0,0,0,0,0,3290000,71014,102,17,9032,0,176347,6728,34626,6720,9569,2152,0.008201066,0.000737302,46.32889289,6,,26.21090963,5.152678571,4.446561338,11.12307977,0.007463765
560-1987,571-1987,2810,2810,560,SAF,571,BOT,1987,9,4,1987,9,4,1987,5,3,0,19,4,0,1,2,1,1,2,0,19,4,1,0,0,0,0,0,1,1,1,3,1,3,0,1,1,1,16,16,0,65,65,65,0,0,0,0,0,3290000,27260,102,4,9032,0,176347,1050,34626,1169,9569,107,0.008201066,9.72404E-05,120.6896552,25.5,,167.9495238,29.6201882,89.42990654,84.33809345,0.008103826
571-1987,560-1987,2810,2810,571,BOT,560,SAF,1987,9,4,1987,9,4,1987,5,3,0,19,4,0,1,2,0,0,0,0,0,1,1,1,1,2,0,19,4,1,3,1,3,1,0,1,1,1,16,0,16,65,65,65,0,0,0,0,0,27260,3290000,4,102,0,9032,1050,176347,1169,34626,107,9569,9.72404E-05,0.008201066,0.008285714,0.039215686,0,0.00595417,0.033760758,0.011181942,0.011857038,0.008103826
100-1987,101-1987,2812,2812,100,COL,101,VEN,1987,13,8,1987,5,9,1987,5,3,0,19,4,0,1,1,1,1,1,0,8,3,1,0,0,0,0,19,4,1,1,3,1,3,0,1,24,24,16,7,16,65,49,65,0,0,0,0,0,272990,1207000,86,69,691,3721,37066,99380,30578,18272,13319,6502,0.004146595,0.004377761,0.226172328,1.246376812,0.185702768,0.372972429,1.673489492,2.048446632,0.947195312,0.000231166
101-1987,100-1987,2812,2812,101,VEN,100,COL,1987,13,8,1987,5,9,1987,5,3,0,19,4,0,1,1,0,0,0,0,19,4,1,1,1,1,0,8,3,1,3,1,3,1,0,1,24,24,16,16,7,65,65,49,0,0,0,0,0,1207000,272990,69,86,3721,691,99380,37066,18272,30578,6502,13319,0.004377761,0.004146595,4.421407378,0.802325581,5.384949349,2.68116333,0.597553797,0.488174788,1.055748469,0.000231166
260-1987,290-1987,2816,2816,260,GFR,290,POL,1987,15,6,1987,15,6,1987,5,3,0,19,4,0,1,1,0,0,0,0,0,1,1,1,0,0,0,19,4,1,3,1,3,1,0,1,1,1,16,0,16,65,65,65,0,0,0,0,0,28290000,5900000,495,441,36248,17145,341155,244021,61077,37664,20139,11335,0.025921142,0.01380099,4.794915254,1.12244898,2.114202391,1.398055905,1.62162808,1.776709307,1.878208882,0.012120152
290-1987,260-1987,2816,2816,290,POL,260,GFR,1987,15,6,1987,15,6,1987,5,3,0,19,4,0,1,1,1,0,0,0,19,4,1,0,0,0,0,0,1,1,1,3,1,3,0,1,1,1,16,16,0,65,65,65,0,0,0,0,0,5900000,28290000,441,495,17145,36248,244021,341155,37664,61077,11335,20139,0.01380099,0.025921142,0.208554259,0.890909091,0.472991613,0.715278979,0.616664211,0.562838274,0.532422144,0.012120152
220-1987,630-1987,2823,2823,220,FRN,630,IRN,1987,30,6,1987,20,1,1988,0,0,0,19,4,0,1,1,0,1,2,0,10,3,1,1,1,2,0,19,4,1,3,1,3,1,0,1,185,185,16,8,16,65,20,65,0,0,0,0,0,29580000,8960000,559,350,17693,783,204693,70420,55824,50662,9480,18595,0.018743785,0.009191234,3.301339286,1.597142857,22.59642401,2.906745243,1.101890964,0.509814466,2.03931111,0.009552551
220-1988,630-1988,2823,2823,220,FRN,630,IRN,1988,30,6,1987,20,1,1988,5,3,0,19,4,0,1,1,0,1,2,0,10,3,1,1,1,2,0,19,4,1,3,1,3,1,0,2,21,206,16,8,16,65,20,65,0,0,0,0,0,30700000,9900000,558,654,19122,883,209260,80050,56118,51909,9603,19118,0.018714683,0.011166685,3.101010101,0.853211009,21.65571914,2.614116177,1.081084205,0.502301496,1.67593901,0.007547998
630-1987,220-1987,2823,2823,630,IRN,220,FRN,1987,30,6,1987,20,1,1988,0,0,0,19,4,0,1,1,1,1,2,0,19,4,1,0,1,2,0,10,3,1,1,3,1,3,0,1,185,185,16,16,8,65,65,20,0,0,0,0,0,8960000,29580000,350,559,783,17693,70420,204693,50662,55824,18595,9480,0.009191234,0.018743785,0.30290737,0.626118068,0.04425479,0.344027397,0.907530811,1.96149789,0.490361669,0.009552551
630-1988,220-1988,2823,2823,630,IRN,220,FRN,1988,30,6,1987,20,1,1988,5,3,0,19,4,0,1,1,1,1,2,0,19,4,1,0,1,2,0,10,3,1,1,3,1,3,0,2,21,206,16,16,8,65,65,20,0,0,0,0,0,9900000,30700000,654,558,883,19122,80050,209260,51909,56118,19118,9603,0.011166685,0.018714683,0.32247557,1.172043011,0.046177178,0.382538469,0.924997327,1.990836197,0.596680425,0.007547998
365-1987,630-1987,2826,2826,365,RUS,630,IRN,1987,21,4,1987,2,11,1987,5,3,0,19,4,0,1,1,1,1,2,0,8,3,1,0,1,2,0,19,4,1,1,3,1,3,0,1,196,196,16,7,16,65,49,65,0,0,0,0,0,303000000,8960000,3900,350,162000,783,2316438,70420,282830,50662,117457,18595,0.17318062,0.009191234,33.81696429,11.14285714,206.8965517,32.89460381,5.582685247,6.316590481,18.84193414,0.163989386
630-1987,365-1987,2826,2826,630,IRN,365,RUS,1987,21,4,1987,2,11,1987,5,3,0,19,4,0,1,1,0,1,2,0,19,4,1,1,1,2,0,8,3,1,3,1,3,1,0,1,196,196,16,16,7,65,65,49,0,0,0,0,0,8960000,303000000,350,3900,783,162000,70420,2316438,50662,282830,18595,117457,0.009191234,0.17318062,0.029570957,0.08974359,0.004833333,0.030400123,0.17912527,0.158313255,0.053073108,0.163989386
